Name,Age,Experience,KnifeSkills,PlatingAesthetics,Creativity,ChallengeWinRate,JudgesFeedback,StressManagement,SocialMediaFollowing,Education,Country,CuisineSpecialty,AudiencePopularity,SignatureDishes,UniqueIngredients,HoursPracticed,Top10Percent
Barbara Alexander Rodriguez,28,11,7.24,6.1,9.32,24.27,6.37,9.05,5.27,High School,Italy,Indian,6.8,5,4,26.32,0
Patricia Alexander Jones,52,15,7.3,9.54,7.72,22.76,5.61,8.84,4.99,Associate's,Italy,Italian,6.08,3,3,14.39,1
Elizabeth Edward Miller,34,8,5.41,8.08,8.99,20.88,6.59,3.7,3.01,High School,Brazil,Italian,7.26,4,3,23.75,0
John Olivia Johnson,19,2,8.33,8.99,8.47,8.62,5.24,9.23,1.78,Bachelor's,Japan,Indian,3.66,3,3,12.57,1
Patricia Daniel Brown,24,8,4.4,3.42,7.26,19.02,4.89,1.2,3.86,High School,UK,Italian,9.87,1,7,16.91,0
William Benjamin Smith,32,10,6.96,8.25,7.92,29.17,6.25,5.79,4.53,High School,USA,Indian,0.67,2,8,22.45,0
Elizabeth Grace Rodriguez,22,5,4.87,5.7,7.7,12.41,6.4,2.32,5.75,High School,Germany,French,0.8,2,7,15.76,0
Robert Christopher Jones,45,15,7.06,7.22,7.6,26.08,6.52,6.8,2.39,High School,Germany,Indian,9.17,5,4,27.33,0
Elizabeth Alexander Williams,49,19,8.53,6.05,6.04,15.75,6.87,3.42,5.31,High School,Germany,French,6.48,4,4,23.04,0
John Grace Miller,25,1,3.67,6.71,6.83,19.92,7.14,3.68,4.56,High School,China,Japanese,3.26,1,6,14.09,0
Robert Alexander Smith,54,25,6.69,5.52,7.35,19.69,5.65,5.46,4.66,Bachelor's,India,Indian,7.62,4,7,23.28,1
Patricia Olivia Rodriguez,42,10,4.77,5.02,9.53,16.35,6.17,1.0,1.89,Associate's,Italy,Japanese,4.53,2,4,13.4,0
John Olivia Davis,18,4,6.07,6.34,6.53,20.09,6.47,6.27,4.22,Bachelor's,UK,Indian,0.21,10,3,20.02,0
Michael Alexander Miller,30,9,5.04,8.38,7.84,16.5,7.1,5.85,3.96,High School,France,Italian,6.51,2,6,24.39,0
Patricia Alexander Davis,40,15,6.81,5.36,7.31,16.27,5.02,2.27,5.06,Associate's,Italy,Japanese,2.43,2,1,23.55,0
John Sophia Brown,47,13,3.12,4.94,8.74,27.13,5.22,1.0,3.89,High School,Germany,Mexican,1.15,0,6,19.57,0
James Olivia Davis,40,11,5.5,9.37,6.1,24.73,6.55,10.0,5.43,Bachelor's,India,Mexican,2.25,2,10,18.28,0
Michael Benjamin Johnson,55,18,8.02,7.64,10.0,37.89,9.11,1.0,4.37,Culinary School,Mexico,Mexican,4.76,3,2,14.21,1
Patricia Grace Smith,49,16,5.83,7.32,8.74,27.28,6.39,2.04,5.2,Bachelor's,Germany,Japanese,0.5,6,7,20.91,1
William Christopher Williams,28,7,1.7,6.6,7.41,19.63,5.5,5.2,4.25,High School,Japan,French,8.83,2,9,24.02,0
John Edward Smith,40,6,1.69,4.75,4.0,29.15,6.93,9.32,9.79,High School,Italy,Indian,5.6,8,8,30.32,0
James Benjamin Jones,34,8,4.65,7.46,7.52,11.93,6.67,3.49,3.49,High School,USA,Italian,2.93,1,4,17.72,0
James Christopher Jones,64,21,9.17,7.82,9.72,32.17,7.56,4.78,8.21,High School,India,Italian,6.87,4,6,24.23,1
Linda Olivia Smith,35,15,6.22,8.09,7.38,36.73,7.1,4.71,7.73,High School,Italy,Japanese,8.04,3,5,23.82,0
William Edward Smith,36,9,4.77,6.11,5.52,11.48,5.36,1.0,5.16,High School,Japan,Mexican,6.14,0,4,17.62,0
Linda Sophia Garcia,32,11,6.13,7.72,10.0,26.7,6.66,7.15,3.7,High School,USA,Italian,2.02,1,6,23.6,1
Barbara Olivia Johnson,47,9,6.1,8.07,8.89,19.79,6.3,8.01,3.23,Associate's,Italy,Italian,1.1,3,6,15.92,0
William Sophia Smith,28,5,8.37,7.43,7.27,37.72,5.26,8.06,7.93,Associate's,Japan,French,8.6,2,5,21.29,0
Robert Sophia Johnson,44,8,3.9,6.39,9.04,4.93,5.97,1.44,3.72,Bachelor's,Germany,Italian,2.35,2,10,18.94,0
Elizabeth Alexander Miller,41,9,4.55,4.95,5.98,0.0,4.08,4.62,0.4,High School,UK,Italian,0.2,0,4,22.22,0
William Grace Davis,31,5,5.32,7.79,6.99,26.16,6.21,3.93,4.27,High School,UK,Indian,6.43,2,9,22.62,0
Robert Emma Martinez,38,14,7.93,8.58,10.0,25.55,8.0,8.84,7.59,Associate's,Germany,Italian,1.53,0,5,17.36,0
Michael Sophie Williams,38,12,6.7,8.33,6.77,17.79,7.04,5.18,0.4,Associate's,UK,Indian,9.91,3,5,19.95,0
Mary Alexander Brown,33,8,5.77,8.1,7.13,4.31,6.02,3.14,3.17,High School,Mexico,Mexican,8.7,4,7,19.36,0
Linda Benjamin Williams,40,7,8.7,8.08,10.0,22.63,6.44,7.91,2.72,Bachelor's,Brazil,French,6.08,2,6,14.55,1
Elizabeth Olivia Jones,46,14,6.13,6.1,4.96,11.32,6.36,3.52,3.55,High School,Germany,Italian,8.34,4,5,18.15,0
Mary Sophia Rodriguez,37,10,9.76,7.07,8.12,39.12,8.54,4.1,4.34,High School,Germany,French,4.71,4,3,17.1,0
James Emma Jones,45,16,7.9,6.49,9.16,20.16,6.83,3.86,4.54,Associate's,Germany,French,7.88,4,9,14.36,1
John Alexander Smith,38,11,7.57,8.76,10.0,23.89,7.48,10.0,10.0,High School,Brazil,French,6.47,2,6,15.98,1
Robert Daniel Davis,36,15,5.5,6.64,7.67,15.13,6.9,3.31,6.51,Associate's,Italy,Japanese,0.29,3,1,18.71,0
John Daniel Davis,27,10,2.87,5.3,6.25,19.43,5.87,6.71,3.35,High School,France,Indian,9.49,0,5,20.28,0
John Sophia Davis,34,12,8.98,6.31,9.86,17.06,5.8,1.34,2.02,High School,Germany,French,8.61,4,3,13.78,0
Robert Christopher Davis,22,2,4.88,7.95,7.86,9.8,6.81,7.27,3.3,Culinary School,Brazil,Mexican,9.53,2,5,26.0,1
Linda Emma Garcia,46,15,4.34,4.1,6.0,25.32,5.48,2.7,3.88,High School,USA,Italian,7.31,4,3,23.07,0
Elizabeth Alexander Smith,36,10,8.25,5.5,5.06,9.21,6.05,5.08,4.75,Associate's,China,French,4.12,1,3,19.57,0
John Grace Rodriguez,18,2,1.82,7.64,10.0,7.76,5.05,5.27,4.87,High School,China,French,2.07,4,3,13.91,0
Mary Sophie Miller,37,7,3.61,6.92,10.0,25.02,6.34,8.15,8.49,Associate's,Italy,Italian,1.8,3,3,18.94,0
Elizabeth Daniel Garcia,30,12,4.92,4.66,4.97,17.31,5.25,4.84,6.38,High School,Brazil,Mexican,1.45,3,4,18.63,0
Robert Emma Williams,39,9,5.58,7.32,5.56,5.46,5.51,4.63,2.51,Bachelor's,Italy,French,2.21,4,1,14.6,0
Michael Emma Brown,40,14,3.7,4.61,5.66,20.73,6.54,6.49,6.21,Bachelor's,Italy,French,5.51,1,0,14.19,0
Mary Alexander Rodriguez,34,8,8.0,6.37,6.02,27.04,6.99,1.0,1.36,High School,India,Mexican,6.84,3,2,23.83,0
Barbara Sophie Martinez,55,23,7.28,8.25,8.73,24.3,6.71,5.58,4.1,High School,USA,French,3.14,5,4,18.38,1
James Sophie Jones,38,17,4.74,5.48,8.47,0.41,5.7,2.46,1.72,Culinary School,USA,Mexican,5.49,3,6,24.43,0
James Edward Miller,42,16,9.2,8.62,9.71,7.93,4.44,5.59,5.65,Bachelor's,USA,French,3.41,3,4,19.93,0
Michael Alexander Rodriguez,36,10,8.57,6.0,8.83,15.43,6.45,1.0,5.09,Associate's,Mexico,Italian,6.97,4,6,23.76,0
Elizabeth Olivia Garcia,40,10,6.75,6.12,10.0,23.73,6.8,6.06,4.45,Associate's,UK,Mexican,9.88,2,2,23.59,0
Patricia Emma Brown,50,11,6.5,7.11,10.0,21.35,6.94,8.34,6.81,Bachelor's,USA,Italian,6.89,4,3,22.33,1
Mary Edward Martinez,26,11,3.48,4.86,6.4,17.41,5.44,2.1,7.11,High School,USA,Italian,0.59,7,5,25.91,0
Mary Daniel Williams,34,5,5.65,6.6,10.0,14.01,6.22,1.0,3.63,Associate's,Italy,French,4.77,2,4,20.5,0
Patricia Benjamin Williams,35,5,1.15,6.34,6.14,0.0,5.13,1.93,3.77,Associate's,France,Mexican,7.7,3,4,12.53,0
Linda Emma Johnson,34,9,4.9,6.65,8.77,12.0,6.39,2.06,1.85,Bachelor's,France,Japanese,5.42,2,7,13.32,1
James Emma Smith,39,11,6.93,8.21,7.87,3.82,5.81,1.93,2.74,High School,UK,Italian,9.51,2,4,16.74,0
Linda Sophia Garcia,27,10,5.66,7.23,8.1,32.6,6.66,4.07,6.6,Associate's,China,Italian,0.55,2,6,23.71,0
James Christopher Brown,32,5,7.81,7.21,10.0,12.3,6.82,4.29,4.53,Associate's,Germany,Italian,2.91,2,2,18.0,0
Linda Olivia Smith,44,11,7.43,7.45,10.0,13.94,6.48,1.1,5.25,Bachelor's,France,French,2.21,2,9,21.03,0
Mary Grace Rodriguez,52,18,8.3,10.0,10.0,26.51,7.27,9.61,7.11,Associate's,UK,French,7.68,4,3,22.68,1
Linda Sophia Rodriguez,45,11,7.33,9.04,8.65,39.46,8.89,4.65,5.72,Bachelor's,Mexico,Italian,5.24,2,6,20.82,0
Patricia Edward Rodriguez,31,11,8.8,8.42,8.93,32.6,7.28,5.89,3.9,Bachelor's,Brazil,French,1.38,0,6,8.54,0
James Edward Jones,39,17,6.14,4.84,6.92,26.46,5.34,5.67,3.08,Associate's,India,French,2.86,1,4,14.07,0
Elizabeth Sophia Miller,28,10,6.12,7.84,9.25,31.68,6.81,9.84,6.45,High School,Brazil,French,5.23,2,6,28.83,0
Robert Grace Jones,48,8,2.23,5.79,7.51,8.61,6.9,5.69,5.37,Associate's,India,Indian,9.96,7,6,21.63,0
James Alexander Johnson,41,11,6.56,5.5,7.52,34.49,7.6,3.77,6.51,Bachelor's,India,Mexican,3.64,3,7,6.5,0
Patricia Sophia Rodriguez,25,4,3.97,7.66,7.23,14.64,6.45,8.49,6.35,High School,China,French,1.57,1,8,20.35,1
Linda Edward Jones,25,7,5.2,7.76,7.38,24.83,6.56,6.06,4.67,Associate's,UK,Indian,4.97,3,2,29.01,0
William Alexander Smith,60,13,5.31,6.58,5.9,16.04,5.9,6.26,4.93,High School,UK,Indian,3.1,4,5,21.37,1
Linda Grace Miller,37,13,7.56,9.8,7.64,29.73,7.16,9.17,5.66,High School,India,French,5.66,5,4,20.22,1
William Daniel Rodriguez,36,9,2.64,6.25,7.91,14.84,6.71,4.04,4.75,Associate's,China,Indian,4.67,3,5,10.86,1
Patricia Daniel Martinez,43,11,3.93,4.72,9.32,24.47,6.58,4.34,9.16,Associate's,Germany,Japanese,6.89,3,7,18.65,0
James Sophia Garcia,30,2,4.66,8.55,3.66,17.96,6.44,6.2,5.02,Associate's,Brazil,Indian,9.14,2,3,11.78,0
William Emma Miller,44,15,7.32,6.29,6.73,16.41,5.48,6.16,2.37,Bachelor's,India,Mexican,2.01,0,8,13.89,0
Elizabeth Alexander Brown,18,0,5.02,7.36,7.93,21.61,7.69,4.26,5.57,High School,Italy,Indian,8.21,1,7,12.74,1
Michael Emma Rodriguez,34,13,2.16,3.67,7.18,26.61,6.58,9.58,9.56,High School,India,French,9.49,3,3,28.7,0
Patricia Benjamin Smith,33,10,3.32,5.62,9.42,12.4,4.93,5.69,3.88,Bachelor's,USA,Italian,3.74,2,2,23.64,0
Barbara Alexander Jones,49,12,3.44,5.57,5.74,0.0,6.85,3.46,5.0,Associate's,Mexico,Japanese,1.14,4,9,27.0,0
Mary Emma Davis,46,18,7.71,8.95,9.95,22.57,7.57,5.08,3.94,High School,Brazil,Indian,8.22,0,6,13.38,1
Patricia Alexander Miller,46,15,9.82,9.65,6.65,26.42,6.61,9.12,7.42,Bachelor's,Japan,Japanese,7.01,4,2,20.95,1
Robert Grace Garcia,48,5,7.9,7.28,10.0,15.44,6.97,4.43,6.57,Bachelor's,USA,Mexican,2.13,4,6,14.96,0
Linda Christopher Garcia,57,20,7.95,8.71,10.0,35.92,6.44,3.16,4.71,Associate's,France,Indian,4.45,3,7,15.49,1
William Edward Miller,34,9,5.24,6.48,9.77,30.86,6.5,2.91,4.0,Bachelor's,France,Indian,5.78,4,5,22.35,0
John Edward Martinez,18,0,2.67,6.1,7.02,13.86,6.39,1.0,5.91,High School,Germany,Japanese,1.7,3,8,20.89,0
Michael Sophie Smith,30,7,5.24,7.99,7.07,3.53,5.72,8.38,3.39,High School,India,Indian,7.15,0,4,21.43,0
Elizabeth Emma Garcia,38,5,8.0,7.85,7.55,19.73,5.47,8.94,6.55,Bachelor's,Japan,Indian,6.9,1,7,13.72,0
Linda Sophie Rodriguez,25,10,4.5,7.42,10.0,20.95,7.41,9.05,3.33,Associate's,India,Italian,8.87,3,2,20.64,0
Robert Alexander Brown,23,7,4.23,6.48,8.47,25.18,7.06,5.73,6.18,High School,Brazil,Japanese,5.67,5,5,21.74,0
Elizabeth Benjamin Davis,27,4,1.0,5.74,5.76,6.12,6.21,3.1,4.37,Associate's,USA,French,5.74,4,2,16.62,0
Linda Sophia Martinez,36,11,6.78,8.65,6.42,26.54,7.54,3.4,6.45,Associate's,USA,French,6.19,3,4,18.64,0
Michael Sophia Johnson,21,6,5.73,5.45,7.94,23.19,5.39,1.0,2.23,High School,Mexico,Mexican,2.74,3,11,11.77,0
James Grace Garcia,31,10,7.21,9.68,10.0,33.36,7.37,2.7,7.22,Associate's,UK,Italian,7.59,1,4,9.22,1
Robert Olivia Brown,23,4,3.7,6.52,6.38,24.26,5.59,4.42,2.57,High School,China,Japanese,6.62,3,6,30.04,0
John Sophie Rodriguez,26,3,3.85,6.99,7.98,28.4,7.18,7.55,6.36,High School,UK,Japanese,8.39,3,7,21.02,0
Barbara Olivia Garcia,32,16,9.29,10.0,10.0,30.4,7.4,7.27,5.36,Associate's,Mexico,Italian,7.69,4,5,18.21,1
Robert Olivia Brown,42,12,6.01,7.26,5.07,16.42,5.43,4.0,2.96,High School,Japan,Italian,6.39,5,4,23.99,0
Elizabeth Emma Rodriguez,37,12,2.35,5.93,8.2,21.85,7.38,4.67,6.69,High School,Germany,Mexican,1.61,4,7,15.65,0
John Edward Davis,39,6,3.55,5.66,6.88,9.84,5.49,1.0,4.73,Bachelor's,UK,French,9.19,2,6,20.55,0
John Daniel Jones,19,0,3.76,6.86,10.0,17.84,6.82,1.46,1.84,Associate's,India,Japanese,3.67,2,8,25.53,1
Michael Sophie Williams,43,6,8.02,8.07,8.15,22.89,8.02,2.42,7.14,Associate's,USA,Italian,9.64,2,5,14.49,0
Michael Emma Jones,19,8,1.06,7.14,6.44,18.08,6.12,2.85,5.48,High School,Japan,Japanese,4.02,3,4,17.54,0
Patricia Emma Smith,41,9,4.2,7.1,6.85,20.05,4.44,1.0,5.0,High School,Germany,French,1.46,7,4,13.1,0
Barbara Emma Jones,37,15,8.12,7.91,9.03,19.18,7.01,4.5,8.9,Associate's,France,Japanese,8.85,5,6,24.18,1
Barbara Sophie Johnson,34,8,8.49,7.45,9.71,23.82,7.66,6.26,6.1,High School,China,Japanese,7.95,4,6,21.03,1
Robert Daniel Jones,43,11,5.39,6.31,6.91,22.19,5.67,4.4,4.34,Associate's,India,Italian,7.86,0,11,25.86,0
Michael Grace Smith,28,9,6.99,8.23,8.86,33.2,8.06,7.4,5.4,Associate's,UK,Italian,0.89,0,5,24.21,1
John Alexander Williams,33,13,7.28,7.34,10.0,33.14,7.04,9.13,4.49,Associate's,Brazil,Italian,8.79,6,3,18.69,1
John Olivia Jones,27,7,7.89,5.67,7.18,20.69,6.03,8.2,4.86,High School,UK,French,5.96,6,6,22.05,0
John Christopher Davis,36,2,4.02,6.02,9.34,17.9,5.09,1.0,1.57,High School,Germany,Indian,4.7,2,9,22.11,0
Elizabeth Sophia Smith,24,6,4.58,6.86,3.33,18.88,7.22,6.85,6.68,Culinary School,UK,French,9.13,2,2,23.67,0
Michael Christopher Brown,32,15,4.37,5.91,8.87,13.96,7.3,8.57,5.27,Culinary School,India,Italian,6.66,2,4,27.33,0
John Daniel Martinez,25,2,8.84,7.86,7.23,13.22,6.32,3.76,2.52,Associate's,UK,Mexican,1.33,3,2,14.55,0
Mary Olivia Brown,48,12,2.43,6.91,8.4,7.54,4.56,1.0,1.87,Bachelor's,Mexico,Japanese,5.2,0,3,10.62,0
Elizabeth Grace Johnson,27,8,6.74,8.89,9.24,27.18,6.32,8.65,4.5,Associate's,Brazil,Japanese,6.37,0,5,14.74,0
Elizabeth Alexander Martinez,39,11,6.28,6.61,9.11,8.48,6.54,6.18,6.78,High School,UK,Japanese,8.99,2,2,22.36,0
Barbara Olivia Garcia,48,13,7.67,9.25,7.87,21.19,6.39,5.27,3.55,High School,Japan,Japanese,2.8,6,6,22.07,0
Mary Benjamin Rodriguez,20,7,7.42,8.41,9.66,33.78,7.12,7.2,3.49,High School,Brazil,Mexican,7.94,4,5,17.16,1
Michael Christopher Jones,42,17,10.0,10.0,10.0,49.95,8.31,6.41,4.07,Associate's,UK,Italian,8.0,2,5,18.64,1
Michael Alexander Smith,30,15,10.0,6.37,5.81,15.56,8.24,4.78,8.62,Associate's,UK,Indian,1.28,1,2,15.83,0
John Edward Davis,39,11,5.15,7.89,10.0,19.34,6.16,6.15,4.48,Culinary School,France,Japanese,0.17,4,5,19.46,0
John Olivia Brown,44,10,6.27,7.4,6.08,30.78,8.45,5.5,4.75,Bachelor's,Germany,Indian,5.81,5,5,16.53,1
Michael Grace Jones,39,13,6.3,7.15,9.66,15.78,6.36,1.0,4.66,Bachelor's,UK,French,7.89,1,7,28.18,0
Robert Christopher Rodriguez,32,11,3.9,4.67,7.69,19.77,6.71,1.0,5.76,Bachelor's,China,French,5.54,3,5,26.61,0
William Grace Martinez,35,9,8.86,7.54,8.77,2.5,6.48,4.79,3.24,Bachelor's,India,Japanese,8.13,2,4,23.62,0
William Alexander Jones,37,13,8.77,10.0,10.0,17.86,7.45,6.0,2.08,High School,China,Italian,6.22,4,3,20.16,1
Elizabeth Alexander Williams,37,16,5.95,5.13,5.53,4.96,4.86,1.0,4.81,High School,USA,Mexican,6.53,5,5,25.7,0
Elizabeth Emma Martinez,36,16,7.69,5.8,10.0,27.61,6.65,3.86,5.67,Associate's,Mexico,Japanese,0.28,5,5,20.49,0
William Sophie Johnson,48,24,8.12,6.76,7.32,31.68,7.4,2.58,7.19,Associate's,Brazil,French,0.89,0,7,20.81,0
Robert Alexander Martinez,36,8,4.28,5.35,6.3,17.53,5.63,2.11,0.95,High School,UK,French,7.25,5,4,11.36,0
Michael Grace Davis,58,14,4.21,5.65,7.71,8.18,5.47,1.0,2.72,Bachelor's,India,Indian,7.63,1,5,21.3,0
William Grace Johnson,48,13,9.88,9.89,7.59,24.27,6.5,9.83,6.46,Culinary School,UK,Mexican,5.42,1,4,13.54,1
Elizabeth Edward Davis,24,2,4.84,5.43,10.0,29.86,6.14,5.1,6.56,Associate's,China,Japanese,5.9,5,7,17.99,0
Michael Alexander Rodriguez,18,11,6.04,7.07,10.0,24.74,8.03,10.0,8.55,Associate's,Mexico,Italian,6.14,2,4,20.84,1
Patricia Emma Johnson,49,16,6.04,6.5,10.0,34.49,6.83,4.98,4.17,Bachelor's,Mexico,Indian,1.05,1,7,15.51,0
Robert Alexander Jones,44,12,6.02,7.51,7.25,25.62,6.75,6.06,3.89,High School,France,Mexican,6.68,3,5,22.39,1
Barbara Christopher Miller,43,8,4.53,7.83,5.35,21.85,5.79,9.56,6.37,High School,Mexico,Indian,4.78,1,4,25.26,0
Barbara Alexander Davis,38,16,8.96,7.0,9.48,26.44,6.25,2.14,3.87,Bachelor's,Germany,Italian,6.03,4,7,15.58,0
James Olivia Martinez,31,7,9.54,8.97,8.79,20.38,7.46,5.64,5.74,Bachelor's,India,French,5.63,3,3,20.59,0
Mary Sophie Smith,24,2,4.04,6.34,2.46,26.85,7.29,2.85,5.08,Associate's,France,Japanese,7.63,0,0,13.77,0
James Sophie Brown,33,5,7.93,8.25,9.29,21.0,6.49,3.04,1.2,Bachelor's,Germany,Japanese,3.19,2,8,14.17,0
Patricia Olivia Brown,18,0,5.66,5.74,6.51,28.22,7.9,10.0,6.62,High School,India,Italian,3.74,3,5,21.55,1
Robert Sophia Johnson,29,7,6.73,8.85,7.51,8.9,6.24,2.1,5.68,Associate's,Mexico,Japanese,3.92,1,4,23.57,0
Elizabeth Sophia Rodriguez,26,5,8.61,8.22,9.77,28.46,5.91,3.74,1.82,Associate's,UK,Japanese,7.62,3,4,12.45,0
Michael Alexander Brown,33,9,3.78,5.4,8.32,15.48,6.61,6.58,8.14,High School,Mexico,Indian,4.31,6,5,30.24,0
Michael Edward Brown,39,7,3.98,5.89,6.42,23.44,6.43,9.37,6.62,High School,Brazil,Italian,1.77,2,4,17.52,0
Michael Olivia Davis,57,19,6.25,5.99,5.82,18.56,6.64,4.19,4.34,Culinary School,India,Indian,9.83,2,6,21.04,0
John Christopher Miller,52,20,6.82,7.38,8.64,33.47,6.11,6.18,5.13,High School,UK,Japanese,4.93,2,10,17.33,1
Linda Olivia Johnson,23,14,8.02,8.01,10.0,16.78,7.44,10.0,2.32,High School,India,Mexican,1.09,3,6,18.58,1
Barbara Sophia Rodriguez,30,6,5.72,6.36,9.45,23.24,6.22,6.44,1.94,Associate's,Brazil,Mexican,6.7,4,5,27.59,0
John Christopher Davis,32,12,7.75,7.78,10.0,23.52,5.58,4.66,5.33,High School,India,Indian,7.39,8,2,27.53,0
Robert Grace Martinez,44,13,5.35,4.85,6.51,15.66,6.54,2.11,2.59,Bachelor's,France,French,5.0,6,5,11.75,0
Patricia Sophia Rodriguez,50,15,8.54,7.51,6.94,20.4,5.55,1.0,6.2,High School,Mexico,French,6.46,6,8,17.18,0
William Sophia Davis,53,23,7.82,8.07,8.78,24.66,8.02,8.82,7.44,Associate's,Germany,Italian,1.73,2,6,34.75,1
Linda Christopher Jones,38,16,7.42,5.98,7.2,30.86,8.24,4.52,7.67,High School,India,Mexican,3.68,6,4,17.83,0
James Daniel Jones,29,0,6.07,5.17,5.92,5.48,6.15,5.69,2.92,Bachelor's,France,Mexican,1.62,3,6,22.11,0
John Christopher Smith,28,3,6.32,7.44,8.63,6.01,6.06,5.29,6.19,Associate's,China,Indian,3.87,5,7,25.68,0
Patricia Sophia Johnson,49,9,4.96,7.09,9.82,41.25,8.01,6.87,7.06,High School,Italy,Japanese,5.63,3,6,24.27,1
Patricia Sophie Davis,47,20,6.76,6.2,8.79,0.0,5.59,2.59,5.46,Culinary School,Japan,Italian,4.43,1,5,5.91,0
Michael Alexander Williams,54,18,5.9,5.83,7.28,26.55,5.84,3.43,6.76,High School,Brazil,Indian,5.93,2,9,21.67,0
Barbara Benjamin Garcia,32,8,5.37,9.39,8.62,1.09,5.84,3.1,5.27,Associate's,Mexico,French,5.02,4,4,28.75,0
Elizabeth Sophia Johnson,40,9,7.86,6.76,9.23,20.41,7.68,3.94,6.07,Culinary School,Italy,Japanese,3.18,4,6,20.15,1
Mary Benjamin Williams,26,6,3.86,7.5,10.0,12.12,4.75,3.23,2.31,Associate's,China,Italian,1.43,1,5,14.79,0
Barbara Grace Johnson,21,4,2.3,7.38,10.0,13.48,6.59,6.4,5.15,Bachelor's,Mexico,Japanese,2.53,5,5,14.89,0
Barbara Christopher Rodriguez,42,6,8.32,7.53,10.0,36.14,7.56,5.31,7.0,High School,China,French,2.01,0,3,19.0,1
Michael Daniel Miller,50,13,5.25,5.22,8.74,17.69,6.41,1.34,7.32,High School,USA,Indian,7.07,1,6,23.38,0
Robert Olivia Davis,18,2,5.15,9.17,5.45,15.57,7.17,4.35,3.09,High School,Brazil,Indian,8.2,1,10,34.45,0
John Sophia Davis,34,12,6.13,5.71,8.64,38.14,7.46,3.35,5.46,Culinary School,India,Mexican,7.2,6,6,18.55,1
Robert Benjamin Rodriguez,21,2,2.14,4.4,5.33,27.98,6.31,3.05,2.2,Culinary School,USA,Indian,6.44,3,5,22.81,0
Patricia Emma Martinez,23,4,5.01,5.2,3.3,3.46,6.98,7.15,4.59,High School,France,Mexican,3.08,0,5,12.28,0
John Benjamin Jones,28,9,4.86,6.29,8.05,16.86,6.31,6.6,5.21,High School,France,Indian,7.11,5,9,11.58,0
John Alexander Johnson,55,19,10.0,7.85,10.0,28.49,8.05,10.0,2.3,High School,Brazil,Italian,6.05,1,7,17.52,1
Linda Grace Martinez,41,11,6.95,9.57,5.47,21.91,5.81,4.33,3.8,High School,Mexico,French,0.47,3,5,22.23,0
Barbara Emma Garcia,41,16,8.51,9.04,10.0,27.68,8.5,4.31,9.21,High School,USA,Japanese,9.08,1,7,19.57,1
Linda Christopher Johnson,22,8,3.64,4.99,8.54,17.78,5.84,6.34,5.01,Bachelor's,Brazil,French,0.8,3,6,20.27,0
Linda Olivia Martinez,44,18,2.81,6.13,8.39,4.12,6.37,4.11,8.73,Bachelor's,Japan,French,5.03,5,5,18.63,1
Michael Benjamin Garcia,34,5,3.77,8.71,6.78,19.52,6.52,10.0,6.33,Bachelor's,Italy,Mexican,5.13,4,6,19.86,0
Barbara Daniel Smith,48,16,7.09,6.05,9.04,5.97,5.39,6.15,6.58,Associate's,USA,Mexican,8.37,3,5,18.53,0
Michael Sophie Martinez,40,11,7.73,9.99,10.0,24.16,7.76,2.72,5.3,Bachelor's,USA,Italian,9.13,5,6,13.25,1
John Olivia Johnson,29,3,4.17,7.31,7.79,10.08,5.55,1.0,7.25,Bachelor's,Japan,Japanese,9.4,3,3,12.54,0
Michael Emma Davis,48,14,7.34,6.65,9.05,25.17,6.8,5.92,8.84,Associate's,China,Indian,5.7,3,8,26.8,1
Patricia Grace Rodriguez,40,12,9.73,5.16,10.0,27.58,7.87,7.2,4.88,High School,France,Indian,6.79,3,3,15.88,0
John Benjamin Jones,24,4,2.15,6.71,6.53,16.36,6.94,7.32,9.12,High School,Italy,French,0.89,5,3,18.8,0
William Alexander Brown,45,13,7.3,8.07,8.87,31.28,6.29,6.71,5.78,Associate's,Japan,Italian,4.88,2,4,25.95,0
Elizabeth Sophie Johnson,37,6,5.67,4.21,8.28,34.74,6.44,9.73,9.56,Culinary School,Italy,Japanese,8.98,1,6,18.65,0
Barbara Alexander Martinez,29,13,4.54,5.8,8.31,28.73,6.04,3.36,3.11,Associate's,UK,Indian,4.56,3,4,24.39,0
Linda Daniel Williams,28,9,4.11,5.16,6.68,21.87,6.99,1.0,4.04,Culinary School,UK,French,0.7,2,5,15.56,0
Elizabeth Christopher Martinez,41,11,7.95,9.03,10.0,23.18,6.65,5.96,5.07,High School,France,Italian,2.01,2,6,27.78,1
Mary Emma Williams,23,0,2.93,5.98,7.28,20.21,7.41,7.13,5.19,Bachelor's,Japan,Japanese,4.3,6,3,21.14,0
James Benjamin Rodriguez,54,25,5.93,6.37,8.54,28.29,8.17,10.0,7.01,Bachelor's,India,French,2.38,3,5,19.87,1
Michael Sophie Miller,46,14,7.99,9.35,5.21,40.14,8.27,1.0,3.68,Associate's,Germany,French,3.92,4,6,19.18,0
Linda Sophia Johnson,41,14,2.65,7.17,7.91,25.33,6.97,4.97,6.83,Culinary School,Mexico,Italian,3.33,1,6,23.83,0
Mary Sophia Williams,35,13,6.04,9.95,6.69,3.76,4.92,5.95,1.9,Associate's,USA,Italian,3.19,4,8,21.18,0
Linda Sophie Davis,39,10,7.95,5.19,10.0,14.99,6.67,4.54,4.01,High School,China,Italian,0.91,1,8,4.01,0
Michael Emma Davis,27,7,3.46,7.41,7.96,14.05,6.68,1.34,4.98,High School,USA,Italian,8.83,0,4,17.76,0
